PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;38;1;28079038_1_38;2018;04;22;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2018;04;22;00007;V;00004;V;00003;V;00005;V;00004;V;00004;V;00003;V;00004;V;00016;V;00019;V;00028;V;00025;V;00012;V;00008;V;00005;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2018;04;22;00058;V;00055;V;00047;V;00052;V;00047;V;00043;V;00031;V;00032;V;00041;V;00047;V;00055;V;00057;V;00037;V;00031;V;00028;V;00020;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2018;04;22;00018;V;00015;V;00014;V;00023;V;00011;V;00013;V;00010;V;00011;V;00010;V;00008;V;00012;V;00013;V;00018;V;00016;V;00012;V;00011;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2018;04;22;00030;V;00026;V;00025;V;00031;V;00021;V;00022;V;00019;V;00021;V;00020;V;00018;V;00022;V;00023;V;00029;V;00026;V;00023;V;00023;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2018;04;22;00068;V;00061;V;00051;V;00060;V;00054;V;00049;V;00036;V;00038;V;00066;V;00076;V;00097;V;00096;V;00056;V;00044;V;00035;V;00026;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2018;04;22;003.0;V;002.4;V;001.8;V;001.5;V;001.5;V;001.9;V;002.5;V;001.9;V;001.6;V;001.5;V;001.4;V;002.1;V;002.1;V;001.0;V;000.9;V;000.8;V;000.9;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2018;04;22;001.1;V;000.8;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.6;V;000.6;V;000.8;V;000.8;V;000.5;V;000.5;V;000.5;V;000.5;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2018;04;22;000.8;V;000.7;V;000.5;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.5;V;000.4;V;000.4;V;000.6;V;000.6;V;000.4;V;000.4;V;000.4;V;000.4;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2018;04;22;000.6;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2018;04;22;00055;V;00011;V;00001;V;00009;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2018;04;22;00105;V;00063;V;00059;V;00071;V;00058;V;00056;V;00018;V;00021;V;00023;V;00015;V;00012;V;00011;V;00013;V;00016;V;00023;V;00017;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2018;04;22;00189;V;00079;V;00061;V;00085;V;00060;V;00058;V;00019;V;00023;V;00025;V;00017;V;00014;V;00013;V;00015;V;00019;V;00025;V;00019;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2018;04;22;02.30;V;30.04;V;29.74;V;02.70;V;06.81;V;15.32;V;47.38;V;46.52;V;47.07;V;60.68;V;73.37;V;81.46;V;83.50;V;81.83;V;79.62;V;86.70;V;92.46;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2018;04;22;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2018;04;22;00003;V;00003;V;00002;V;00001;V;00003;V;00001;V;00001;V;00001;V;00002;V;00003;V;00003;V;00004;V;00004;V;00003;V;00004;V;00004;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2018;04;22;00064;V;00050;V;00028;V;00036;V;00060;V;00039;V;00023;V;00017;V;00019;V;00014;V;00012;V;00016;V;00015;V;00012;V;00016;V;00016;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2018;04;22;00052;V;00050;V;00044;V;00045;V;00046;V;00043;V;00040;V;00039;V;00039;V;00043;V;00038;V;00039;V;00041;V;00035;V;00050;V;00045;V;00042;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2018;04;22;00069;V;00053;V;00031;V;00037;V;00064;V;00041;V;00026;V;00019;V;00022;V;00019;V;00017;V;00022;V;00022;V;00017;V;00022;V;00023;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2018;04;22;00009;V;00006;V;00001;V;00002;V;00002;V;00002;V;00001;V;00002;V;00003;V;00003;V;00004;V;00005;V;00005;V;00004;V;00001;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2018;04;22;00085;V;00073;V;00018;V;00029;V;00061;V;00040;V;00026;V;00031;V;00028;V;00023;V;00020;V;00021;V;00018;V;00018;V;00010;V;00009;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2018;04;22;00021;V;00016;V;00018;V;00017;V;00015;V;00017;V;00020;V;00020;V;00018;V;00018;V;00018;V;00027;V;00022;V;00021;V;00019;V;00022;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2018;04;22;00031;V;00025;V;00029;V;00027;V;00027;V;00027;V;00030;V;00029;V;00027;V;00028;V;00028;V;00037;V;00036;V;00036;V;00036;V;00039;V;00038;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2018;04;22;00098;V;00081;V;00020;V;00031;V;00064;V;00043;V;00027;V;00034;V;00033;V;00028;V;00026;V;00028;V;00025;V;00024;V;00012;V;00011;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2018;04;22;00001;V;00001;V;00001;V;00001;V;00003;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2018;04;22;00053;V;00055;V;00030;V;00040;V;00051;V;00023;V;00018;V;00017;V;00018;V;00014;V;00010;V;00009;V;00008;V;00012;V;00015;V;00017;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2018;04;22;00012;V;00012;V;00014;V;00013;V;00013;V;00011;V;00012;V;00010;V;00008;V;00013;V;00013;V;00012;V;00011;V;00013;V;00014;V;00009;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2018;04;22;00024;V;00023;V;00024;V;00022;V;00022;V;00021;V;00021;V;00019;V;00017;V;00021;V;00022;V;00022;V;00023;V;00025;V;00026;V;00022;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2018;04;22;00055;V;00057;V;00031;V;00042;V;00057;V;00025;V;00021;V;00018;V;00019;V;00015;V;00012;V;00010;V;00010;V;00015;V;00017;V;00020;V;00018;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2018;04;22;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2018;04;22;00055;V;00060;V;00041;V;00032;V;00045;V;00039;V;00020;V;00022;V;00025;V;00016;V;00013;V;00013;V;00013;V;00015;V;00011;V;00011;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2018;04;22;00058;V;00063;V;00043;V;00034;V;00046;V;00042;V;00021;V;00023;V;00027;V;00018;V;00015;V;00015;V;00015;V;00017;V;00012;V;00012;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2018;04;22;16.66;V;15.10;V;34.03;V;31.38;V;22.91;V;24.40;V;43.26;V;41.48;V;45.84;V;57.81;V;70.93;V;77.86;V;78.31;V;79.50;V;84.70;V;87.36;V;88.12;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2018;04;22;00009;V;00007;V;00008;V;00016;V;00014;V;00007;V;00007;V;00010;V;00009;V;00010;V;00009;V;00011;V;00008;V;00008;V;00011;V;00018;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;04;22;00063;V;00044;V;00059;V;00061;V;00053;V;00023;V;00019;V;00032;V;00022;V;00019;V;00012;V;00017;V;00009;V;00009;V;00018;V;00026;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;04;22;00013;V;00010;V;00010;V;00011;V;00008;V;00012;V;00010;V;00007;V;00009;V;00012;V;00014;V;00013;V;00014;V;00011;V;00011;V;00016;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;04;22;00032;V;00017;V;00015;V;00014;V;00004;V;00015;V;00014;V;00009;V;00013;V;00018;V;00021;V;00024;V;00023;V;00022;V;00023;V;00025;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;04;22;00078;V;00055;V;00071;V;00086;V;00074;V;00034;V;00030;V;00047;V;00035;V;00034;V;00025;V;00035;V;00022;V;00021;V;00035;V;00054;V;00043;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;04;22;00003;V;00002;V;00002;V;00009;V;00019;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2018;04;22;00067;V;00050;V;00033;V;00067;V;00067;V;00029;V;00029;V;00021;V;00021;V;00025;V;00022;V;00023;V;00018;V;00018;V;00012;V;00011;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2018;04;22;00073;V;00053;V;00036;V;00082;V;00097;V;00030;V;00030;V;00023;V;00022;V;00028;V;00024;V;00026;V;00020;V;00020;V;00014;V;00012;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2018;04;22;22.70;V;38.94;V;52.62;V;08.64;V;09.05;V;34.65;V;31.26;V;44.60;V;50.00;V;46.06;V;58.52;V;64.33;V;73.57;V;78.05;V;83.83;V;84.98;V;86.74;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2018;04;22;00073;V;00070;V;00001;V;00001;V;00002;V;00005;V;00002;V;00004;V;00011;V;00009;V;00007;V;00006;V;00004;V;00003;V;00002;V;00001;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2018;04;22;00090;V;00074;V;00041;V;00030;V;00029;V;00032;V;00031;V;00041;V;00040;V;00028;V;00022;V;00021;V;00013;V;00010;V;00009;V;00007;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2018;04;22;00053;V;00052;V;00048;V;00042;V;00042;V;00038;V;00031;V;00030;V;00033;V;00034;V;00038;V;00044;V;00040;V;00042;V;00046;V;00046;V;00046;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2018;04;22;00202;V;00181;V;00042;V;00031;V;00032;V;00041;V;00034;V;00047;V;00057;V;00042;V;00032;V;00030;V;00019;V;00015;V;00012;V;00008;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2018;04;22;002.3;V;002.1;V;001.8;V;001.4;V;001.1;V;001.0;V;000.8;V;000.7;V;000.6;V;000.6;V;000.6;V;000.5;V;000.4;V;000.6;V;000.6;V;000.8;V;000.6;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2018;04;22;000.8;V;000.8;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2018;04;22;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2018;04;22;01.37;V;01.36;V;01.36;V;01.36;V;01.39;V;01.44;V;01.39;V;01.42;V;01.42;V;01.34;V;01.30;V;01.30;V;01.29;V;01.29;V;01.29;V;01.29;V;01.29;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2018;04;22;01.27;V;01.30;V;01.29;V;01.30;V;01.35;V;01.38;V;01.33;V;01.35;V;01.35;V;01.29;V;01.26;V;01.25;V;01.24;V;01.23;V;01.25;V;01.23;V;01.25;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2018;04;22;00.09;V;00.07;V;00.06;V;00.07;V;00.05;V;00.06;V;00.06;V;00.07;V;00.07;V;00.06;V;00.04;V;00.05;V;00.05;V;00.05;V;00.05;V;00.06;V;00.05;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2018;04;22;000.6;V;000.5;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2018;04;22;00053;V;00046;V;00005;V;00009;V;00005;V;00016;V;00005;V;00013;V;00007;V;00009;V;00012;V;00016;V;00015;V;00015;V;00014;V;00007;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2018;04;22;00102;V;00090;V;00051;V;00059;V;00040;V;00048;V;00041;V;00051;V;00036;V;00031;V;00032;V;00038;V;00034;V;00036;V;00040;V;00021;V;00031;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2018;04;22;00183;V;00161;V;00058;V;00073;V;00048;V;00072;V;00048;V;00071;V;00048;V;00044;V;00051;V;00062;V;00057;V;00060;V;00061;V;00032;V;00047;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2018;04;22;01.00;V;12.56;V;42.84;V;27.37;V;15.96;V;08.54;V;11.34;V;04.25;V;19.73;V;35.97;V;56.10;V;64.28;V;71.29;V;72.50;V;68.19;V;85.81;V;81.71;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2018;04;22;00010;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00010;V;00009;V;00009;V;00009;V;00009;V;00008;V;00007;V;00007;V;00007;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2018;04;22;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2018;04;22;00008;V;00001;V;00001;V;00001;V;00003;V;00001;V;00001;V;00003;V;00001;V;00002;V;00002;V;00002;V;00003;V;00003;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2018;04;22;00070;V;00028;V;00023;V;00024;V;00047;V;00015;V;00015;V;00018;V;00015;V;00008;V;00007;V;00008;V;00008;V;00009;V;00012;V;00011;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2018;04;22;00055;V;00043;V;00042;V;00042;V;00042;V;00033;V;00033;V;00038;V;00039;V;00033;V;00029;V;00031;V;00041;V;00046;V;00041;V;00038;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2018;04;22;00082;V;00029;V;00024;V;00025;V;00051;V;00017;V;00017;V;00022;V;00017;V;00011;V;00011;V;00012;V;00013;V;00014;V;00015;V;00015;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2018;04;22;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2018;04;22;00013;V;00011;V;00009;V;00008;V;00009;V;00005;V;00006;V;00009;V;00010;V;00006;V;00002;V;00002;V;00003;V;00004;V;00009;V;00008;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2018;04;22;00015;V;00013;V;00011;V;00010;V;00011;V;00007;V;00008;V;00011;V;00014;V;00008;V;00004;V;00004;V;00004;V;00005;V;00010;V;00010;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2018;04;22;35.76;V;31.82;V;28.79;V;22.59;V;17.76;V;20.48;V;18.28;V;14.86;V;16.17;V;45.95;V;76.96;V;86.71;V;92.59;V;96.71;V;92.09;V;94.62;V;96.62;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;04;22;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00001;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;04;22;00037;V;00051;V;00022;V;00009;V;00010;V;00010;V;00010;V;00010;V;00013;V;00006;V;00009;V;00005;V;00010;V;00008;V;00003;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;04;22;00039;V;00054;V;00023;V;00010;V;00012;V;00012;V;00011;V;00011;V;00016;V;00008;V;00014;V;00008;V;00015;V;00012;V;00005;V;00009;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;04;22;34.27;V;12.32;V;40.35;V;46.94;V;37.42;V;35.15;V;37.11;V;38.71;V;37.30;V;51.32;V;60.91;V;76.13;V;77.35;V;87.12;V;94.26;V;93.64;V;96.92;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;04;22;00002;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;04;22;00061;V;00055;V;00038;V;00042;V;00048;V;00032;V;00016;V;00018;V;00018;V;00012;V;00010;V;00010;V;00008;V;00011;V;00013;V;00015;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;04;22;00047;V;00046;V;00048;V;00040;V;00042;V;00032;V;00033;V;00033;V;00035;V;00034;V;00015;V;00037;V;00041;V;00057;V;00040;V;00022;V;00042;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;04;22;00065;V;00061;V;00040;V;00044;V;00050;V;00034;V;00018;V;00021;V;00021;V;00015;V;00013;V;00012;V;00011;V;00014;V;00015;V;00019;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;04;22;22.07;V;29.27;V;34.29;V;24.21;V;17.71;V;32.44;V;48.27;V;49.30;V;51.74;V;66.06;V;77.41;V;86.43;V;93.15;V;91.47;V;90.08;V;91.56;V;97.91;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
