PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;38;1;28079038_1_38;2018;05;07;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00005;V;00005;V;00005;N;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2018;05;07;00003;V;00003;V;00002;V;00001;V;00001;V;00002;V;00016;V;00106;V;00098;V;00083;N;00071;V;00055;V;00054;V;00032;V;00021;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2018;05;07;00035;V;00032;V;00022;V;00024;V;00021;V;00023;V;00045;V;00078;V;00095;V;00092;N;00087;V;00088;V;00091;V;00071;V;00054;V;00038;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2018;05;07;00004;V;00009;V;00009;V;00005;V;00003;V;00006;V;00006;V;00010;V;00016;V;00013;N;00001;N;00007;V;00014;V;00013;V;00009;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2018;05;07;00005;V;00011;V;00011;V;00006;V;00003;V;00008;V;00009;V;00015;V;00022;V;00020;N;00001;N;00012;V;00022;V;00022;V;00015;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2018;05;07;00040;V;00036;V;00025;V;00025;V;00022;V;00025;V;00069;V;00241;V;00246;V;00220;N;00195;V;00173;V;00174;V;00120;V;00087;V;00054;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2018;05;07;000.9;V;001.0;V;001.1;V;001.4;V;003.3;V;004.1;V;005.6;V;007.2;V;008.6;V;006.4;V;008.8;V;007.4;V;005.8;V;005.5;V;005.3;V;003.5;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2018;05;07;000.3;V;000.4;V;000.4;V;000.4;V;000.6;V;000.4;V;000.4;V;000.7;V;001.8;V;001.7;V;001.6;V;001.3;V;001.1;V;001.0;V;001.0;V;000.8;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2018;05;07;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;001.1;V;001.1;V;001.0;V;001.0;V;000.9;V;000.9;V;000.9;V;000.7;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2018;05;07;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.4;V;000.3;V;000.4;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00060;V;00078;V;00043;V;00024;V;00017;V;00005;V;00006;V;00006;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2018;05;07;00026;V;00016;V;00016;V;00026;V;00023;V;00029;V;00040;V;00065;V;00082;V;00078;V;00066;V;00058;V;00039;V;00032;V;00027;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2018;05;07;00028;V;00018;V;00017;V;00028;V;00024;V;00031;V;00047;V;00157;V;00202;V;00144;V;00102;V;00084;V;00046;V;00042;V;00036;V;00019;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2018;05;07;59.13;V;60.48;V;52.43;V;40.42;V;41.78;V;30.19;V;17.54;V;02.05;V;04.21;V;10.16;V;13.77;V;22.88;V;45.64;V;58.39;V;72.01;V;84.39;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2018;05;07;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00008;V;00045;V;00027;V;00045;V;00038;V;00022;V;00015;V;00011;V;00008;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2018;05;07;00025;V;00046;V;00041;V;00029;V;00016;V;00025;V;00053;V;00078;V;00069;V;00076;V;00078;V;00064;V;00056;V;00039;V;00029;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2018;05;07;00015;V;00017;V;00017;V;00008;V;00005;V;00011;V;00017;V;00018;V;00023;V;00028;V;00027;V;00023;V;00026;V;00016;V;00015;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2018;05;07;00027;V;00050;V;00043;V;00031;V;00018;V;00027;V;00066;V;00147;V;00110;V;00145;V;00136;V;00098;V;00080;V;00056;V;00041;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00037;V;00056;V;00043;V;00035;V;00020;V;00022;V;00012;V;00007;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2018;05;07;00024;V;00029;V;00046;V;00034;V;00023;V;00034;V;00045;V;00047;V;00065;V;00073;V;00079;V;00067;V;00065;V;00044;V;00027;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2018;05;07;00002;V;00005;V;00006;V;00007;V;00005;V;00011;V;00004;V;00005;V;00014;V;00012;V;00009;V;00014;V;00014;V;00009;V;00010;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2018;05;07;00003;V;00007;V;00008;V;00008;V;00007;V;00015;V;00007;V;00007;V;00019;V;00019;V;00018;V;00022;V;00024;V;00017;V;00016;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2018;05;07;00025;V;00030;V;00047;V;00035;V;00025;V;00035;V;00052;V;00103;V;00151;V;00140;V;00133;V;00098;V;00099;V;00062;V;00037;V;00029;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00026;V;00024;V;00020;V;00014;V;00010;V;00013;V;00003;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2018;05;07;00033;V;00034;V;00024;V;00024;V;00020;V;00018;V;00028;V;00058;V;00071;V;00065;V;00065;V;00061;V;00051;V;00041;V;00022;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2018;05;07;00006;V;00005;V;00006;V;00007;V;00009;V;00006;V;00006;V;00007;V;00008;V;00008;V;00012;V;00013;V;00010;V;00010;V;00008;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2018;05;07;00006;V;00006;V;00007;V;00007;V;00009;V;00007;V;00007;V;00008;V;00009;V;00010;V;00014;V;00016;V;00013;V;00013;V;00011;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2018;05;07;00035;V;00035;V;00026;V;00025;V;00022;V;00019;V;00029;V;00072;V;00110;V;00102;V;00096;V;00083;V;00065;V;00061;V;00027;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00024;V;00017;V;00017;V;00010;V;00006;V;00004;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2018;05;07;00017;V;00022;V;00027;V;00022;V;00018;V;00016;V;00018;V;00027;V;00050;V;00063;V;00071;V;00066;V;00055;V;00041;V;00024;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2018;05;07;00018;V;00023;V;00028;V;00023;V;00019;V;00017;V;00019;V;00031;V;00086;V;00089;V;00097;V;00081;V;00064;V;00048;V;00027;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2018;05;07;42.58;V;34.22;V;21.45;V;21.22;V;22.83;V;17.21;V;15.11;V;09.09;V;05.98;V;11.76;V;12.36;V;17.42;V;31.29;V;44.54;N;71.90;V;82.06;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2018;05;07;00012;V;00011;V;00007;V;00007;V;00007;V;00007;V;00008;V;00041;V;00041;V;00033;V;00028;V;00058;V;00043;V;00035;V;00016;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;05;07;00032;V;00026;V;00022;V;00022;V;00020;V;00020;V;00034;V;00074;V;00069;V;00060;V;00054;V;00075;V;00068;V;00052;V;00026;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;05;07;00008;V;00002;V;00002;V;00002;V;00004;V;00008;V;00009;V;00007;V;00010;V;00008;V;00009;V;00013;V;00012;V;00011;V;00009;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;05;07;00009;V;00003;V;00002;V;00003;V;00004;V;00008;V;00009;V;00008;V;00011;V;00009;V;00012;V;00016;V;00015;V;00015;V;00014;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;05;07;00050;V;00043;V;00034;V;00033;V;00031;V;00031;V;00047;V;00137;V;00133;V;00111;V;00097;V;00164;V;00134;V;00105;V;00050;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00052;V;00055;V;00055;V;00028;V;00020;V;00026;V;00011;V;00007;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2018;05;07;00016;V;00023;V;00046;V;00030;V;00019;V;00021;V;00049;V;00076;V;00075;V;00067;V;00059;V;00054;V;00066;V;00051;V;00042;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2018;05;07;00018;V;00025;V;00048;V;00031;V;00021;V;00022;V;00060;V;00156;V;00159;V;00151;V;00102;V;00085;V;00106;V;00067;V;00053;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2018;05;07;74.13;V;56.68;V;35.44;V;41.52;V;45.72;V;39.19;V;15.96;V;05.86;V;10.05;V;13.25;V;17.23;V;28.37;V;25.17;V;45.43;V;58.58;V;73.84;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2018;05;07;00001;V;00002;V;00001;V;00001;V;00003;V;00005;V;00010;V;00047;V;00058;V;00032;V;00036;V;00027;V;00023;V;00023;V;00005;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2018;05;07;00037;V;00062;V;00030;V;00030;V;00033;V;00042;V;00049;V;00068;V;00066;V;00060;V;00061;V;00054;V;00055;V;00052;V;00022;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2018;05;07;00009;V;00009;V;00007;V;00006;V;00006;V;00010;V;00009;V;00012;V;00013;V;00013;V;00018;V;00021;V;00022;V;00023;V;00023;V;00030;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2018;05;07;00038;V;00065;V;00032;V;00032;V;00037;V;00050;V;00064;V;00140;V;00154;V;00110;V;00116;V;00096;V;00091;V;00087;V;00031;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2018;05;07;001.0;V;001.2;V;001.0;V;001.0;V;001.4;V;002.6;V;001.7;V;001.3;V;001.2;V;001.4;V;001.9;V;003.2;V;002.0;V;001.4;V;001.3;V;001.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2018;05;07;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.4;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.5;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2018;05;07;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2018;05;07;01.32;N;01.39;N;01.37;N;01.38;V;01.34;V;01.34;V;01.39;V;01.45;V;01.47;V;01.37;V;01.40;V;01.38;V;01.34;V;01.34;V;01.32;N;01.30;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2018;05;07;01.33;N;01.41;N;01.39;N;01.37;V;01.32;V;01.33;V;01.37;V;01.42;V;01.43;V;01.34;V;01.37;V;01.36;V;01.32;V;01.33;V;01.31;N;01.31;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2018;05;07;00.00;N;00.00;N;00.00;N;00.01;V;00.02;V;00.01;V;00.02;V;00.03;V;00.04;V;00.03;V;00.03;V;00.01;V;00.02;V;00.01;V;00.01;N;00.00;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2018;05;07;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.7;V;000.6;V;000.5;V;000.5;V;000.3;V;000.3;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2018;05;07;00005;V;00002;V;00002;V;00004;V;00004;V;00004;V;00008;V;00031;V;00066;V;00085;V;00077;V;00074;V;00059;V;00029;V;00025;V;00019;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2018;05;07;00046;V;00035;V;00032;V;00044;V;00048;V;00035;V;00038;V;00049;V;00062;V;00085;V;00094;V;00094;V;00086;V;00066;V;00057;V;00045;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2018;05;07;00054;V;00037;V;00035;V;00051;V;00055;V;00040;V;00051;V;00095;V;00162;V;00216;V;00212;V;00207;V;00177;V;00111;V;00095;V;00073;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2018;05;07;48.03;V;48.25;V;44.40;V;15.96;V;17.56;V;14.02;V;08.55;V;01.80;V;02.80;V;06.47;V;06.15;V;07.36;V;11.36;V;33.08;V;54.01;V;69.65;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2018;05;07;00007;V;00008;V;00008;V;00009;V;00009;V;00009;V;00009;V;00010;V;00010;V;00009;V;00009;V;00009;V;00008;V;00008;V;00008;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2018;05;07;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00025;V;00014;V;00013;V;00016;V;00009;V;00008;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2018;05;07;00026;V;00014;V;00011;V;00010;V;00016;V;00012;V;00025;V;00043;V;00057;V;00037;V;00040;V;00047;V;00030;V;00024;V;00013;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2018;05;07;00031;V;00009;V;00005;V;00007;V;00010;V;00005;V;00002;V;00014;V;00030;V;00004;V;00023;V;00026;V;00014;V;00008;V;00006;V;00020;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2018;05;07;00027;V;00015;V;00013;V;00012;V;00017;V;00013;V;00026;V;00052;V;00095;V;00058;V;00060;V;00072;V;00043;V;00036;V;00020;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00029;V;00015;V;00005;V;00005;V;00005;V;00001;V;00002;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2018;05;07;00008;V;00005;V;00003;V;00003;V;00003;V;00004;V;00014;V;00026;V;00017;V;00012;V;00019;V;00019;V;00008;V;00010;V;00004;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2018;05;07;00010;V;00006;V;00005;V;00004;V;00004;V;00005;V;00026;V;00070;V;00040;V;00020;V;00026;V;00026;V;00010;V;00013;V;00006;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2018;05;07;64.08;V;61.97;V;41.59;V;27.19;V;24.51;V;26.06;V;12.86;V;04.26;V;07.98;V;19.87;V;23.87;V;48.19;V;69.94;V;81.11;V;92.69;V;100.9;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00013;V;00017;V;00016;V;00011;V;00006;V;00002;V;00003;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;05;07;00021;V;00025;V;00014;V;00015;V;00010;V;00015;V;00025;V;00041;V;00035;V;00041;V;00045;V;00036;V;00022;V;00009;V;00012;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;05;07;00022;V;00026;V;00015;V;00016;V;00011;V;00017;V;00027;V;00051;V;00054;V;00068;V;00070;V;00053;V;00031;V;00012;V;00017;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;05;07;65.62;V;43.77;V;49.75;V;36.19;V;41.55;V;33.72;V;28.49;V;12.82;V;17.65;V;23.91;V;18.17;V;34.75;V;48.94;V;80.25;V;80.79;V;85.12;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00030;V;00071;V;00031;V;00022;V;00011;V;00005;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;05;07;00021;V;00012;V;00019;V;00016;V;00015;V;00020;V;00035;V;00064;V;00081;V;00061;V;00061;V;00042;V;00030;V;00022;V;00015;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;05;07;00033;V;00004;V;00009;V;00009;V;00009;V;00008;V;00001;V;00016;V;00018;V;00016;V;00024;V;00025;V;00013;V;00004;V;00001;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;05;07;00023;V;00014;V;00020;V;00017;V;00016;V;00021;V;00042;V;00109;V;00189;V;00108;V;00095;V;00060;V;00039;V;00027;V;00020;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;05;07;83.08;V;84.30;V;67.36;V;63.25;V;58.28;V;45.14;V;26.03;V;06.97;V;08.64;V;25.80;V;20.40;V;42.11;V;56.80;V;82.33;V;94.19;V;97.53;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
